mof_name,temperature,pressure,h2_fraction,ch4_fraction,num_atoms,h2_molecules,ch4_molecules,total_molecules,selectivity,framework_density_g_cm3,accessible_surface_area_m2_g,void_fraction,accessible_volume_cm3_g,largest_included_sphere_diameter_angstrom,largest_free_sphere_diameter_angstrom,pore_limiting_diameter_angstrom
MOF_2232,298,60,0.98,0.02,184,22,12,34,0.0374149659863945,1.172778,2063.49,0.2125,0.18118,6.86755,5.68818,6.49474
MOF_2232,298,50,0.9,0.1,184,27,13,40,0.2307692307692308,1.172778,2063.49,0.2125,0.18118,6.86755,5.68818,6.49474
MOF_2232,298,35,0.75,0.25,184,23,14,37,0.5476190476190476,1.172778,2063.49,0.2125,0.18118,6.86755,5.68818,6.49474
MOF_2232,298,25,0.65,0.35,184,23,14,37,0.8846153846153846,1.172778,2063.49,0.2125,0.18118,6.86755,5.68818,6.49474
MOF_2238,298,60,0.98,0.02,200,17,1,18,0.3469387755102041,1.314175,1299.68,0.04456,0.033906,4.18785,3.05506,4.12601
MOF_2238,298,50,0.9,0.1,200,17,1,18,1.888888888888889,1.314175,1299.68,0.04456,0.033906,4.18785,3.05506,4.12601
MOF_2238,298,35,0.75,0.25,200,17,1,18,5.666666666666666,1.314175,1299.68,0.04456,0.033906,4.18785,3.05506,4.12601
MOF_2238,298,25,0.65,0.35,200,15,2,17,4.038461538461538,1.314175,1299.68,0.04456,0.033906,4.18785,3.05506,4.12601
MOF_2239,298,60,0.98,0.02,312,31,8,39,0.0790816326530612,1.074766,1081.5,0.20638,0.192018,9.58799,9.15532,9.57654
MOF_2239,298,50,0.9,0.1,312,34,7,41,0.5396825396825397,1.074766,1081.5,0.20638,0.192018,9.58799,9.15532,9.57654
MOF_2239,298,35,0.75,0.25,312,33,6,39,1.8333333333333333,1.074766,1081.5,0.20638,0.192018,9.58799,9.15532,9.57654
MOF_2239,298,25,0.65,0.35,312,34,7,41,2.615384615384615,1.074766,1081.5,0.20638,0.192018,9.58799,9.15532,9.57654
MOF_2244,298,60,0.98,0.02,128,14,2,16,0.1428571428571428,1.198334,1563.39,0.10922,0.09114,4.78533,4.29005,4.78533
MOF_2244,298,50,0.9,0.1,128,15,2,17,0.8333333333333334,1.198334,1563.39,0.10922,0.09114,4.78533,4.29005,4.78533
MOF_2244,298,35,0.75,0.25,128,15,2,17,2.5,1.198334,1563.39,0.10922,0.09114,4.78533,4.29005,4.78533
MOF_2244,298,25,0.65,0.35,128,15,2,17,4.038461538461538,1.198334,1563.39,0.10922,0.09114,4.78533,4.29005,4.78533
MOF_2261,298,60,0.98,0.02,320,69,44,113,0.0320037105751391,0.64189,5265.87,0.36204,0.564023,9.25126,4.2936,9.25014
MOF_2261,298,50,0.9,0.1,320,72,43,115,0.186046511627907,0.64189,5265.87,0.36204,0.564023,9.25126,4.2936,9.25014
MOF_2261,298,35,0.75,0.25,320,68,44,112,0.5151515151515151,0.64189,5265.87,0.36204,0.564023,9.25126,4.2936,9.25014
MOF_2261,298,25,0.65,0.35,320,69,43,112,0.8640429338103756,0.64189,5265.87,0.36204,0.564023,9.25126,4.2936,9.25014
MOF_2263,298,60,0.98,0.02,708,155,101,256,0.0313194584764598,0.452518,4430.51,0.59138,1.30682,21.77624,7.63056,21.77624
MOF_2263,298,50,0.9,0.1,708,157,102,259,0.1710239651416122,0.452518,4430.51,0.59138,1.30682,21.77624,7.63056,21.77624
MOF_2263,298,35,0.75,0.25,708,155,105,260,0.4920634920634921,0.452518,4430.51,0.59138,1.30682,21.77624,7.63056,21.77624
MOF_2263,298,25,0.65,0.35,708,149,107,256,0.7498202731847592,0.452518,4430.51,0.59138,1.30682,21.77624,7.63056,21.77624
MOF_2267,298,60,0.98,0.02,128,9,1,10,0.1836734693877551,1.323021,1198.91,0.08136,0.061494,4.7828,4.60591,4.7828
MOF_2267,298,50,0.9,0.1,128,8,2,10,0.4444444444444445,1.323021,1198.91,0.08136,0.061494,4.7828,4.60591,4.7828
MOF_2267,298,35,0.75,0.25,128,9,1,10,3.0,1.323021,1198.91,0.08136,0.061494,4.7828,4.60591,4.7828
MOF_2267,298,25,0.65,0.35,128,8,1,9,4.307692307692308,1.323021,1198.91,0.08136,0.061494,4.7828,4.60591,4.7828
MOF_2271,298,60,0.98,0.02,60,9,1,10,0.1836734693877551,1.544632,1116.86,0.05016,0.032472,4.33951,3.0925,4.33853
MOF_2271,298,50,0.9,0.1,60,9,1,10,1.0,1.544632,1116.86,0.05016,0.032472,4.33951,3.0925,4.33853
MOF_2271,298,35,0.75,0.25,60,9,1,10,3.0,1.544632,1116.86,0.05016,0.032472,4.33951,3.0925,4.33853
MOF_2271,298,25,0.65,0.35,60,9,1,10,4.846153846153846,1.544632,1116.86,0.05016,0.032472,4.33951,3.0925,4.33853
MOF_2273,298,60,0.98,0.02,220,11,2,13,0.1122448979591836,1.295928,781.28,0.03056,0.023581,4.72798,2.52331,4.6
MOF_2273,298,50,0.9,0.1,220,12,2,14,0.6666666666666667,1.295928,781.28,0.03056,0.023581,4.72798,2.52331,4.6
MOF_2273,298,35,0.75,0.25,220,12,2,14,2.0,1.295928,781.28,0.03056,0.023581,4.72798,2.52331,4.6
MOF_2273,298,25,0.65,0.35,220,12,2,14,3.230769230769231,1.295928,781.28,0.03056,0.023581,4.72798,2.52331,4.6
MOF_2276,298,60,0.98,0.02,276,48,17,65,0.0576230492196878,0.901367,2537.93,0.31582,0.350367,9.45114,6.4791,9.44182
MOF_2276,298,50,0.9,0.1,276,49,17,66,0.3202614379084967,0.901367,2537.93,0.31582,0.350367,9.45114,6.4791,9.44182
MOF_2276,298,35,0.75,0.25,276,45,17,62,0.8823529411764706,0.901367,2537.93,0.31582,0.350367,9.45114,6.4791,9.44182
MOF_2276,298,25,0.65,0.35,276,42,16,58,1.4134615384615383,0.901367,2537.93,0.31582,0.350367,9.45114,6.4791,9.44182
MOF_2281,298,60,0.98,0.02,60,7,1,8,0.1428571428571428,1.549413,1095.04,0.04754,0.030681,4.29824,2.95831,4.29824
MOF_2281,298,50,0.9,0.1,60,8,1,9,0.888888888888889,1.549413,1095.04,0.04754,0.030681,4.29824,2.95831,4.29824
MOF_2281,298,35,0.75,0.25,60,8,1,9,2.6666666666666665,1.549413,1095.04,0.04754,0.030681,4.29824,2.95831,4.29824
MOF_2281,298,25,0.65,0.35,60,8,1,9,4.307692307692308,1.549413,1095.04,0.04754,0.030681,4.29824,2.95831,4.29824
MOF_2290,298,60,0.98,0.02,464,90,39,129,0.0470957613814756,0.593344,3816.76,0.43916,0.740145,9.98366,7.9719,9.96206
MOF_2290,298,50,0.9,0.1,464,91,39,130,0.2592592592592593,0.593344,3816.76,0.43916,0.740145,9.98366,7.9719,9.96206
MOF_2290,298,35,0.75,0.25,464,90,41,131,0.7317073170731707,0.593344,3816.76,0.43916,0.740145,9.98366,7.9719,9.96206
MOF_2290,298,25,0.65,0.35,464,89,39,128,1.2287968441814594,0.593344,3816.76,0.43916,0.740145,9.98366,7.9719,9.96206
MOF_2303,298,60,0.98,0.02,60,9,1,10,0.1836734693877551,1.540921,1065.99,0.0481,0.031214,4.39241,2.99788,4.37513
MOF_2303,298,50,0.9,0.1,60,9,1,10,1.0,1.540921,1065.99,0.0481,0.031214,4.39241,2.99788,4.37513
MOF_2303,298,35,0.75,0.25,60,9,1,10,3.0,1.540921,1065.99,0.0481,0.031214,4.39241,2.99788,4.37513
MOF_2303,298,25,0.65,0.35,60,9,1,10,4.846153846153846,1.540921,1065.99,0.0481,0.031214,4.39241,2.99788,4.37513
MOF_2317,298,60,0.98,0.02,536,89,37,126,0.0490899062327633,0.629513,3832.62,0.39102,0.621148,10.35623,6.6587,9.20464
MOF_2317,298,50,0.9,0.1,536,93,35,128,0.2952380952380952,0.629513,3832.62,0.39102,0.621148,10.35623,6.6587,9.20464
MOF_2317,298,35,0.75,0.25,536,93,37,130,0.8378378378378378,0.629513,3832.62,0.39102,0.621148,10.35623,6.6587,9.20464
MOF_2317,298,25,0.65,0.35,536,94,36,130,1.405982905982906,0.629513,3832.62,0.39102,0.621148,10.35623,6.6587,9.20464
MOF_2320,298,60,0.98,0.02,612,121,76,197,0.0324919441460794,0.535092,3666.48,0.53204,0.994265,13.10273,9.06658,13.10273
MOF_2320,298,50,0.9,0.1,612,125,73,198,0.1902587519025875,0.535092,3666.48,0.53204,0.994265,13.10273,9.06658,13.10273
MOF_2320,298,35,0.75,0.25,612,122,75,197,0.5422222222222222,0.535092,3666.48,0.53204,0.994265,13.10273,9.06658,13.10273
MOF_2320,298,25,0.65,0.35,612,122,75,197,0.8758974358974358,0.535092,3666.48,0.53204,0.994265,13.10273,9.06658,13.10273
MOF_2321,298,60,0.98,0.02,400,90,45,135,0.0408163265306122,0.748875,4633.61,0.35072,0.468329,6.25402,4.56727,6.25402
MOF_2321,298,50,0.9,0.1,400,90,46,136,0.2173913043478261,0.748875,4633.61,0.35072,0.468329,6.25402,4.56727,6.25402
MOF_2321,298,35,0.75,0.25,400,92,46,138,0.6666666666666666,0.748875,4633.61,0.35072,0.468329,6.25402,4.56727,6.25402
MOF_2321,298,25,0.65,0.35,400,89,43,132,1.114490161001789,0.748875,4633.61,0.35072,0.468329,6.25402,4.56727,6.25402
MOF_2326,298,60,0.98,0.02,984,68,35,103,0.0396501457725947,0.952188,1999.8,0.23268,0.244358,9.12982,7.14176,9.12087
MOF_2326,298,50,0.9,0.1,984,69,36,105,0.212962962962963,0.952188,1999.8,0.23268,0.244358,9.12982,7.14176,9.12087
MOF_2326,298,35,0.75,0.25,984,69,36,105,0.6388888888888888,0.952188,1999.8,0.23268,0.244358,9.12982,7.14176,9.12087
MOF_2326,298,25,0.65,0.35,984,66,35,101,1.015384615384615,0.952188,1999.8,0.23268,0.244358,9.12982,7.14176,9.12087
MOF_2336,298,60,0.98,0.02,272,38,16,54,0.048469387755102,0.935691,2765.52,0.2332,0.249215,6.29064,5.28609,5.76518
MOF_2336,298,50,0.9,0.1,272,38,16,54,0.2638888888888889,0.935691,2765.52,0.2332,0.249215,6.29064,5.28609,5.76518
MOF_2336,298,35,0.75,0.25,272,39,16,55,0.8125,0.935691,2765.52,0.2332,0.249215,6.29064,5.28609,5.76518
MOF_2336,298,25,0.65,0.35,272,37,17,54,1.171945701357466,0.935691,2765.52,0.2332,0.249215,6.29064,5.28609,5.76518
MOF_2356,298,60,0.98,0.02,272,38,16,54,0.048469387755102,0.935691,2767.26,0.23368,0.249728,6.30473,5.28591,5.76782
MOF_2356,298,50,0.9,0.1,272,38,16,54,0.2638888888888889,0.935691,2767.26,0.23368,0.249728,6.30473,5.28591,5.76782
MOF_2356,298,35,0.75,0.25,272,39,16,55,0.8125,0.935691,2767.26,0.23368,0.249728,6.30473,5.28591,5.76782
MOF_2356,298,25,0.65,0.35,272,37,17,54,1.171945701357466,0.935691,2767.26,0.23368,0.249728,6.30473,5.28591,5.76782
MOF_2358,298,60,0.98,0.02,136,15,3,18,0.1020408163265306,1.437041,1155.31,0.08102,0.056377,4.70973,3.97539,4.70747
MOF_2358,298,50,0.9,0.1,136,15,3,18,0.5555555555555556,1.437041,1155.31,0.08102,0.056377,4.70973,3.97539,4.70747
MOF_2358,298,35,0.75,0.25,136,15,3,18,1.6666666666666663,1.437041,1155.31,0.08102,0.056377,4.70973,3.97539,4.70747
MOF_2358,298,25,0.65,0.35,136,12,3,15,2.1538461538461537,1.437041,1155.31,0.08102,0.056377,4.70973,3.97539,4.70747
MOF_2383,298,60,0.98,0.02,416,27,12,39,0.0459183673469387,1.159463,1767.07,0.12072,0.104114,6.35126,3.89746,6.30302
MOF_2383,298,50,0.9,0.1,416,29,12,41,0.2685185185185185,1.159463,1767.07,0.12072,0.104114,6.35126,3.89746,6.30302
MOF_2383,298,35,0.75,0.25,416,29,12,41,0.8055555555555555,1.159463,1767.07,0.12072,0.104114,6.35126,3.89746,6.30302
MOF_2383,298,25,0.65,0.35,416,29,12,41,1.301282051282051,1.159463,1767.07,0.12072,0.104114,6.35126,3.89746,6.30302
MOF_2398,298,60,0.98,0.02,536,91,38,129,0.0488721804511278,0.632102,3778.83,0.38976,0.61661,10.38616,6.44431,9.73674
MOF_2398,298,50,0.9,0.1,536,91,38,129,0.2660818713450292,0.632102,3778.83,0.38976,0.61661,10.38616,6.44431,9.73674
MOF_2398,298,35,0.75,0.25,536,91,39,130,0.7777777777777778,0.632102,3778.83,0.38976,0.61661,10.38616,6.44431,9.73674
MOF_2398,298,25,0.65,0.35,536,87,41,128,1.1425891181988743,0.632102,3778.83,0.38976,0.61661,10.38616,6.44431,9.73674
MOF_2423,298,60,0.98,0.02,272,38,16,54,0.048469387755102,0.935691,2761.59,0.23256,0.248531,6.28692,5.28447,5.75274
MOF_2423,298,50,0.9,0.1,272,38,16,54,0.2638888888888889,0.935691,2761.59,0.23256,0.248531,6.28692,5.28447,5.75274
MOF_2423,298,35,0.75,0.25,272,39,16,55,0.8125,0.935691,2761.59,0.23256,0.248531,6.28692,5.28447,5.75274
MOF_2423,298,25,0.65,0.35,272,37,17,54,1.171945701357466,0.935691,2761.59,0.23256,0.248531,6.28692,5.28447,5.75274
MOF_2427,298,60,0.98,0.02,124,15,5,20,0.0612244897959183,1.047565,2533.15,0.15788,0.150707,5.15766,4.14913,5.13354
MOF_2427,298,50,0.9,0.1,124,16,4,20,0.4444444444444445,1.047565,2533.15,0.15788,0.150707,5.15766,4.14913,5.13354
MOF_2427,298,35,0.75,0.25,124,17,4,21,1.4166666666666663,1.047565,2533.15,0.15788,0.150707,5.15766,4.14913,5.13354
MOF_2427,298,25,0.65,0.35,124,17,4,21,2.2884615384615383,1.047565,2533.15,0.15788,0.150707,5.15766,4.14913,5.13354
MOF_2434,298,60,0.98,0.02,154,36,8,44,0.0918367346938775,0.908993,2386.48,0.28582,0.314425,9.21355,8.42973,9.21355
MOF_2434,298,50,0.9,0.1,154,39,7,46,0.6190476190476191,0.908993,2386.48,0.28582,0.314425,9.21355,8.42973,9.21355
MOF_2434,298,35,0.75,0.25,154,38,7,45,1.809523809523809,0.908993,2386.48,0.28582,0.314425,9.21355,8.42973,9.21355
MOF_2434,298,25,0.65,0.35,154,38,7,45,2.923076923076923,0.908993,2386.48,0.28582,0.314425,9.21355,8.42973,9.21355
MOF_2436,298,60,0.98,0.02,304,9,2,11,0.0918367346938775,2.010405,422.255,0.02308,0.01148,4.74523,2.60819,4.74283
MOF_2436,298,50,0.9,0.1,304,9,2,11,0.5,2.010405,422.255,0.02308,0.01148,4.74523,2.60819,4.74283
MOF_2436,298,35,0.75,0.25,304,9,2,11,1.5,2.010405,422.255,0.02308,0.01148,4.74523,2.60819,4.74283
MOF_2436,298,25,0.65,0.35,304,9,2,11,2.423076923076923,2.010405,422.255,0.02308,0.01148,4.74523,2.60819,4.74283
MOF_2481,298,60,0.98,0.02,240,9,3,12,0.0612244897959183,1.245946,910.058,0.06522,0.052345,4.65353,4.19658,4.65353
MOF_2481,298,50,0.9,0.1,240,9,3,12,0.3333333333333333,1.245946,910.058,0.06522,0.052345,4.65353,4.19658,4.65353
MOF_2481,298,35,0.75,0.25,240,9,3,12,1.0,1.245946,910.058,0.06522,0.052345,4.65353,4.19658,4.65353
MOF_2481,298,25,0.65,0.35,240,9,3,12,1.6153846153846154,1.245946,910.058,0.06522,0.052345,4.65353,4.19658,4.65353
MOF_2483,298,60,0.98,0.02,144,18,9,27,0.0408163265306122,1.233493,1643.17,0.22912,0.185749,7.12457,6.98882,7.12457
MOF_2483,298,50,0.9,0.1,144,19,9,28,0.2345679012345679,1.233493,1643.17,0.22912,0.185749,7.12457,6.98882,7.12457
MOF_2483,298,35,0.75,0.25,144,19,9,28,0.7037037037037037,1.233493,1643.17,0.22912,0.185749,7.12457,6.98882,7.12457
MOF_2483,298,25,0.65,0.35,144,18,9,27,1.0769230769230769,1.233493,1643.17,0.22912,0.185749,7.12457,6.98882,7.12457
MOF_2486,298,60,0.98,0.02,60,9,1,10,0.1836734693877551,1.540701,1089.39,0.04834,0.031374,4.38152,2.99318,4.3608
MOF_2486,298,50,0.9,0.1,60,8,1,9,0.888888888888889,1.540701,1089.39,0.04834,0.031374,4.38152,2.99318,4.3608
MOF_2486,298,35,0.75,0.25,60,9,1,10,3.0,1.540701,1089.39,0.04834,0.031374,4.38152,2.99318,4.3608
MOF_2486,298,25,0.65,0.35,60,8,1,9,4.307692307692308,1.540701,1089.39,0.04834,0.031374,4.38152,2.99318,4.3608
MOF_2521,298,60,0.98,0.02,144,19,9,28,0.0430839002267573,1.210332,1681.33,0.23368,0.193071,7.194,7.0599,7.194
MOF_2521,298,50,0.9,0.1,144,19,9,28,0.2345679012345679,1.210332,1681.33,0.23368,0.193071,7.194,7.0599,7.194
MOF_2521,298,35,0.75,0.25,144,20,9,29,0.7407407407407407,1.210332,1681.33,0.23368,0.193071,7.194,7.0599,7.194
MOF_2521,298,25,0.65,0.35,144,20,9,29,1.1965811965811963,1.210332,1681.33,0.23368,0.193071,7.194,7.0599,7.194
MOF_2531,298,60,0.98,0.02,536,91,37,128,0.0501930501930502,0.633677,3797.18,0.38754,0.611574,10.15927,6.3821,9.86613
MOF_2531,298,50,0.9,0.1,536,93,37,130,0.2792792792792793,0.633677,3797.18,0.38754,0.611574,10.15927,6.3821,9.86613
MOF_2531,298,35,0.75,0.25,536,92,38,130,0.8070175438596491,0.633677,3797.18,0.38754,0.611574,10.15927,6.3821,9.86613
MOF_2531,298,25,0.65,0.35,536,86,41,127,1.129455909943715,0.633677,3797.18,0.38754,0.611574,10.15927,6.3821,9.86613
MOF_2552,298,60,0.98,0.02,112,32,6,38,0.108843537414966,0.961654,3139.41,0.26616,0.276762,6.42681,4.49895,6.41369
MOF_2552,298,50,0.9,0.1,112,34,6,40,0.6296296296296298,0.961654,3139.41,0.26616,0.276762,6.42681,4.49895,6.41369
MOF_2552,298,35,0.75,0.25,112,32,6,38,1.7777777777777777,0.961654,3139.41,0.26616,0.276762,6.42681,4.49895,6.41369
MOF_2552,298,25,0.65,0.35,112,32,6,38,2.871794871794872,0.961654,3139.41,0.26616,0.276762,6.42681,4.49895,6.41369
MOF_2568,298,60,0.98,0.02,272,38,16,54,0.048469387755102,0.935691,2762.35,0.23264,0.248617,6.29673,5.28475,5.75131
MOF_2568,298,50,0.9,0.1,272,38,16,54,0.2638888888888889,0.935691,2762.35,0.23264,0.248617,6.29673,5.28475,5.75131
MOF_2568,298,35,0.75,0.25,272,39,16,55,0.8125,0.935691,2762.35,0.23264,0.248617,6.29673,5.28475,5.75131
MOF_2568,298,25,0.65,0.35,272,37,17,54,1.171945701357466,0.935691,2762.35,0.23264,0.248617,6.29673,5.28475,5.75131
MOF_2570,298,60,0.98,0.02,732,64,35,99,0.0373177842565597,0.962088,1787.75,0.29044,0.301876,13.36303,8.26092,13.36303
MOF_2570,298,50,0.9,0.1,732,64,37,101,0.1921921921921922,0.962088,1787.75,0.29044,0.301876,13.36303,8.26092,13.36303
MOF_2570,298,35,0.75,0.25,732,61,37,98,0.5495495495495495,0.962088,1787.75,0.29044,0.301876,13.36303,8.26092,13.36303
MOF_2570,298,25,0.65,0.35,732,63,36,99,0.9423076923076924,0.962088,1787.75,0.29044,0.301876,13.36303,8.26092,13.36303
MOF_2597,298,60,0.98,0.02,272,38,16,54,0.048469387755102,0.935691,2761.86,0.23256,0.248531,6.28096,5.28433,5.75173
MOF_2597,298,50,0.9,0.1,272,38,16,54,0.2638888888888889,0.935691,2761.86,0.23256,0.248531,6.28096,5.28433,5.75173
MOF_2597,298,35,0.75,0.25,272,39,16,55,0.8125,0.935691,2761.86,0.23256,0.248531,6.28096,5.28433,5.75173
MOF_2597,298,25,0.65,0.35,272,37,17,54,1.171945701357466,0.935691,2761.86,0.23256,0.248531,6.28096,5.28433,5.75173
MOF_2599,298,60,0.98,0.02,272,40,16,56,0.0510204081632653,0.935691,2812.83,0.23932,0.255755,6.34189,5.33288,6.34189
MOF_2599,298,50,0.9,0.1,272,39,16,55,0.2708333333333333,0.935691,2812.83,0.23932,0.255755,6.34189,5.33288,6.34189
MOF_2599,298,35,0.75,0.25,272,40,15,55,0.8888888888888888,0.935691,2812.83,0.23932,0.255755,6.34189,5.33288,6.34189
MOF_2599,298,25,0.65,0.35,272,42,16,58,1.4134615384615383,0.935691,2812.83,0.23932,0.255755,6.34189,5.33288,6.34189
MOF_2611,298,60,0.98,0.02,416,34,18,52,0.0385487528344671,0.994803,1613.75,0.24416,0.245431,10.77433,10.34801,10.77433
MOF_2611,298,50,0.9,0.1,416,35,18,53,0.2160493827160494,0.994803,1613.75,0.24416,0.245431,10.77433,10.34801,10.77433
MOF_2611,298,35,0.75,0.25,416,35,18,53,0.6481481481481481,0.994803,1613.75,0.24416,0.245431,10.77433,10.34801,10.77433
MOF_2611,298,25,0.65,0.35,416,35,18,53,1.0470085470085468,0.994803,1613.75,0.24416,0.245431,10.77433,10.34801,10.77433
MOF_2621,298,60,0.98,0.02,192,4,2,6,0.0408163265306122,1.480508,499.061,0.04776,0.032259,4.97041,4.59756,4.96557
MOF_2621,298,50,0.9,0.1,192,5,2,7,0.2777777777777778,1.480508,499.061,0.04776,0.032259,4.97041,4.59756,4.96557
MOF_2621,298,35,0.75,0.25,192,4,2,6,0.6666666666666666,1.480508,499.061,0.04776,0.032259,4.97041,4.59756,4.96557
MOF_2621,298,25,0.65,0.35,192,5,2,7,1.346153846153846,1.480508,499.061,0.04776,0.032259,4.97041,4.59756,4.96557
MOF_2646,298,60,0.98,0.02,996,131,79,210,0.0338413846551278,0.543658,4771.65,0.45436,0.835723,16.25601,6.43045,14.33665
MOF_2646,298,50,0.9,0.1,996,132,81,213,0.1810699588477366,0.543658,4771.65,0.45436,0.835723,16.25601,6.43045,14.33665
MOF_2646,298,35,0.75,0.25,996,130,82,212,0.5284552845528455,0.543658,4771.65,0.45436,0.835723,16.25601,6.43045,14.33665
MOF_2646,298,25,0.65,0.35,996,130,80,210,0.875,0.543658,4771.65,0.45436,0.835723,16.25601,6.43045,14.33665
MOF_2653,298,60,0.98,0.02,128,8,2,10,0.0816326530612245,1.232876,1290.62,0.08536,0.069234,5.07112,4.84055,5.07112
MOF_2653,298,50,0.9,0.1,128,9,2,11,0.5,1.232876,1290.62,0.08536,0.069234,5.07112,4.84055,5.07112
MOF_2653,298,35,0.75,0.25,128,9,2,11,1.5,1.232876,1290.62,0.08536,0.069234,5.07112,4.84055,5.07112
MOF_2653,298,25,0.65,0.35,128,7,2,9,1.8846153846153848,1.232876,1290.62,0.08536,0.069234,5.07112,4.84055,5.07112
MOF_2667,298,60,0.98,0.02,154,47,10,57,0.0959183673469387,0.744889,3504.21,0.38634,0.518655,7.48534,6.6993,7.48534
MOF_2667,298,50,0.9,0.1,154,51,11,62,0.5151515151515152,0.744889,3504.21,0.38634,0.518655,7.48534,6.6993,7.48534
MOF_2667,298,35,0.75,0.25,154,52,11,63,1.5757575757575757,0.744889,3504.21,0.38634,0.518655,7.48534,6.6993,7.48534
MOF_2667,298,25,0.65,0.35,154,48,9,57,2.871794871794872,0.744889,3504.21,0.38634,0.518655,7.48534,6.6993,7.48534
MOF_2691,298,60,0.98,0.02,416,66,36,102,0.0374149659863945,0.899347,2869.49,0.32378,0.360017,10.35383,5.62916,7.91719
MOF_2691,298,50,0.9,0.1,416,66,37,103,0.1981981981981982,0.899347,2869.49,0.32378,0.360017,10.35383,5.62916,7.91719
MOF_2691,298,35,0.75,0.25,416,66,35,101,0.6285714285714286,0.899347,2869.49,0.32378,0.360017,10.35383,5.62916,7.91719
MOF_2691,298,25,0.65,0.35,416,68,35,103,1.046153846153846,0.899347,2869.49,0.32378,0.360017,10.35383,5.62916,7.91719
MOF_2696,298,60,0.98,0.02,180,37,6,43,0.1258503401360544,1.00202,2870.47,0.21648,0.216037,5.9825,4.52202,5.95371
MOF_2696,298,50,0.9,0.1,180,36,10,46,0.4,1.00202,2870.47,0.21648,0.216037,5.9825,4.52202,5.95371
MOF_2696,298,35,0.75,0.25,180,37,7,44,1.761904761904762,1.00202,2870.47,0.21648,0.216037,5.9825,4.52202,5.95371
MOF_2696,298,25,0.65,0.35,180,38,6,44,3.41025641025641,1.00202,2870.47,0.21648,0.216037,5.9825,4.52202,5.95371
MOF_2698,298,60,0.98,0.02,224,15,12,27,0.0255102040816326,1.126474,1768.06,0.18232,0.161845,7.41499,5.39472,7.41426
MOF_2698,298,50,0.9,0.1,224,17,11,28,0.1717171717171717,1.126474,1768.06,0.18232,0.161845,7.41499,5.39472,7.41426
MOF_2698,298,35,0.75,0.25,224,17,11,28,0.5151515151515151,1.126474,1768.06,0.18232,0.161845,7.41499,5.39472,7.41426
MOF_2698,298,25,0.65,0.35,224,17,11,28,0.8321678321678321,1.126474,1768.06,0.18232,0.161845,7.41499,5.39472,7.41426
MOF_2705,298,60,0.98,0.02,840,150,88,238,0.034786641929499,0.551741,4605.27,0.47872,0.867628,20.1008,9.12131,20.1008
MOF_2705,298,50,0.9,0.1,840,149,86,235,0.1925064599483204,0.551741,4605.27,0.47872,0.867628,20.1008,9.12131,20.1008
MOF_2705,298,35,0.75,0.25,840,146,88,234,0.553030303030303,0.551741,4605.27,0.47872,0.867628,20.1008,9.12131,20.1008
MOF_2705,298,25,0.65,0.35,840,147,86,233,0.9203935599284436,0.551741,4605.27,0.47872,0.867628,20.1008,9.12131,20.1008
MOF_2732,298,60,0.98,0.02,1776,292,218,510,0.0273357049241715,0.344158,4898.05,0.67018,1.94726,20.65284,11.55381,20.63319
MOF_2732,298,50,0.9,0.1,1776,293,223,516,0.14598903836572,0.344158,4898.05,0.67018,1.94726,20.65284,11.55381,20.63319
MOF_2732,298,35,0.75,0.25,1776,292,224,516,0.4345238095238095,0.344158,4898.05,0.67018,1.94726,20.65284,11.55381,20.63319
MOF_2732,298,25,0.65,0.35,1776,286,226,512,0.6814159292035398,0.344158,4898.05,0.67018,1.94726,20.65284,11.55381,20.63319
MOF_2737,298,60,0.98,0.02,1776,292,226,518,0.0263680693516344,0.332635,5008.28,0.67284,2.02276,20.7819,11.78435,20.7811
MOF_2737,298,50,0.9,0.1,1776,297,225,522,0.1466666666666667,0.332635,5008.28,0.67284,2.02276,20.7819,11.78435,20.7811
MOF_2737,298,35,0.75,0.25,1776,293,226,519,0.4321533923303834,0.332635,5008.28,0.67284,2.02276,20.7819,11.78435,20.7811
MOF_2737,298,25,0.65,0.35,1776,293,225,518,0.7011965811965811,0.332635,5008.28,0.67284,2.02276,20.7819,11.78435,20.7811
MOF_2804,298,60,0.98,0.02,376,18,6,24,0.0612244897959183,1.1664,1273.79,0.10656,0.091356,6.34495,5.84828,6.34397
MOF_2804,298,50,0.9,0.1,376,17,7,24,0.2698412698412698,1.1664,1273.79,0.10656,0.091356,6.34495,5.84828,6.34397
MOF_2804,298,35,0.75,0.25,376,17,7,24,0.8095238095238094,1.1664,1273.79,0.10656,0.091356,6.34495,5.84828,6.34397
MOF_2804,298,25,0.65,0.35,376,17,7,24,1.3076923076923077,1.1664,1273.79,0.10656,0.091356,6.34495,5.84828,6.34397
MOF_2819,298,60,0.98,0.02,232,44,21,65,0.042759961127308,0.815217,3187.94,0.34012,0.417203,7.76238,6.35158,7.74529
MOF_2819,298,50,0.9,0.1,232,49,16,65,0.3402777777777778,0.815217,3187.94,0.34012,0.417203,7.76238,6.35158,7.74529
MOF_2819,298,35,0.75,0.25,232,50,17,67,0.9803921568627452,0.815217,3187.94,0.34012,0.417203,7.76238,6.35158,7.74529
MOF_2819,298,25,0.65,0.35,232,50,17,67,1.5837104072398192,0.815217,3187.94,0.34012,0.417203,7.76238,6.35158,7.74529
MOF_2825,298,60,0.98,0.02,52,3,1,4,0.0612244897959183,1.78678,300.315,0.01226,0.006861,3.8955,2.93883,3.89391
